ID,Analogy,Archaism,Borrowing,Dead,Inflection,Morphology,Paradigm,Phonology,Remodeling,Comment,Source
199,False,False,False,False,False,False,False,True,False,"[Phonology] A PIE seH2ul would have yielded P. Ital. *saul, but au should not have become o: at this point",
200,False,False,False,False,False,False,False,True,False,"[Phonology] If this is the right etymology, the o: is unusual.",
201,True,False,False,False,False,False,False,False,False,"[Analogy] spe- is the correct perfectivizer, but the pattern was reinterpreted, and the vowel of the root was used (maybe).",
202,False,False,False,False,False,False,False,True,False,[Phonology] pi:us rule.,
203,False,False,False,False,False,False,False,True,False,[Phonology] Littera rule.,
204,True,False,False,False,False,False,False,False,False,"[Analogy] Nominative r from the oblique cases, o: from the nominative.",
205,False,False,False,False,False,False,False,True,False,[Phonology] Dissimilation of r.,
206,False,False,False,False,False,False,False,True,False,[Phonology] Lachmann's law.,
207,False,False,False,False,False,False,False,False,False,"tenebrae is pluralia tantum, but we reconstruct the singular here.",
208,False,False,False,False,False,False,False,True,False,[Phonology] Metathesis of n and r.,
209,False,False,False,False,False,False,False,False,False,"toles is pluralia tantum, and it was reconstructed as such.",
210,False,False,False,False,False,False,False,True,False,"[Phonology] If this is the right etymology, then the vowel outcome is Sabellic, not Latin.",
211,False,False,False,False,False,False,False,True,False,"[Phonology] Lachmann's law applies; then, degemination occurs.",
212,False,False,False,False,False,False,False,True,False,"[Phonology] We entered a second etymon variant here. *Orssos is a good candidate for the immediate pre-form, but the real issue with this word is how it developed from the IE *H2rktos. The *arktos form represents an 'early' P. Ital. version. It could be a taboo deformation.",
213,False,False,False,False,False,False,False,True,False,[Phonology] -t- from the -tr- of utr-?,
214,False,False,False,False,False,False,False,True,False,"[Phonology] Quantitative metathesis, if a:k is correctly constructed.",
215,False,False,True,False,False,False,False,False,False,"[Borrowing] The f suggests a Sabellic borrowing; Lat would have b, not f.",
216,False,False,False,False,False,False,False,False,False,valvae is pluralia tantum; its singular forms are reconstructed here.,
217,True,False,False,False,False,False,False,False,False,"[Analogy] r from the oblique, o: from the nominative.",
218,True,False,False,False,False,False,False,False,False,[Analogy] Vowel of the oblique cases was imported to the nominative.,
219,False,False,False,False,False,False,False,False,False,Originally a plural.,
220,True,False,False,False,False,False,False,False,False,[Analogy] The e:s is brought in to nominativize the e: that would have resulted from e:n.,
221,False,False,False,False,False,False,False,True,False,[Phonology] Metathesis.,
222,True,False,False,False,False,False,False,False,False,"[Analogy] The paradigm was an old r/n stem, but wholly remodelled.",
223,False,False,False,False,False,False,False,True,False,[Phonology] Raising of e to i after labial?,
224,False,False,False,False,False,False,False,True,False,[Phonology] Raising after labial.,
225,False,False,False,False,False,False,False,True,False,[Phonology] Raising after labial.,
226,True,False,False,False,False,False,False,True,False,"[Analogy] The g may be from the regular -mk- > -ng- in 'seventy'. [Phonology] ""ent"" raised to ""int"" between two other i's?",
227,False,False,False,False,False,False,False,True,False,[Phonology] Raising after labial?,
228,False,False,False,False,False,False,False,False,False,The original nominative was vo:mis and is attested; later vo:mer is created analogically.,
229,False,False,False,False,False,True,False,False,False,[Morphology] One of those -e:s noms.,
